Member_number,Date,products,Ratings
2897,27-01-2015,yogurt,1
3316,7/1/2015,cleaner,1
1494,26-03-2015,shopping bags,3
4427,31-01-2015,white bread,5
1322,16-09-2015,curd,2
3354,9/11/2015,hygiene articles,1
2169,20-09-2015,rum,5
2140,30-12-2015,other vegetables,4
1921,11/11/2015,whipped/sour cream,4
2101,10/4/2015,onions,1
3204,25-02-2015,curd,2
3544,4/4/2015,chocolate,5
3659,28-04-2015,whole milk,2
2233,10/4/2015,bottled beer,3
1832,23-04-2015,sauces,3
3133,25-12-2015,white wine,4
3438,25-07-2015,Instant food products,3
3294,5/4/2015,root vegetables,5
1035,23-05-2015,frozen vegetables,4
4067,16-10-2015,pastry,2
1710,5/12/2015,rolls/buns,3
4781,25-01-2015,candles,2
1768,18-04-2015,long life bakery product,2
3907,24-06-2015,whipped/sour cream,4
4885,16-10-2015,whipped/sour cream,4
4584,2/12/2015,newspapers,1
3728,12/6/2015,waffles,1
1875,29-07-2015,butter milk,5
1881,15-10-2015,bottled water,4
2997,10/2/2015,specialty chocolate,5
4190,23-09-2015,citrus fruit,4
3283,2/7/2015,onions,1
1903,10/3/2015,tropical fruit,4
4949,18-08-2015,rolls/buns,3
2460,18-12-2015,butter,4
4726,1/3/2015,tropical fruit,4
3066,6/12/2015,soda,5
1239,22-03-2015,processed cheese,4
3495,17-06-2015,candy,5
1848,20-06-2015,fruit/vegetable juice,4
2705,16-11-2015,hamburger meat,2
3042,27-12-2015,root vegetables,5
3088,30-04-2015,chocolate,5
3728,15-03-2015,specialty chocolate,5
4634,26-02-2015,hard cheese,2
3542,16-06-2015,beef,3
1666,15-04-2015,long life bakery product,2
3617,17-04-2015,other vegetables,4
3209,25-12-2015,UHT-milk,2
2284,11/3/2015,ice cream,3
2716,23-09-2015,ice cream,3
1499,9/11/2015,soda,5
4695,3/10/2015,beef,3
3597,13-12-2015,specialty chocolate,5
2408,9/9/2015,liquor,4
2413,25-10-2015,other vegetables,4
3664,30-05-2015,other vegetables,4
4483,15-08-2015,chocolate marshmallow,4
1265,3/10/2015,brown bread,4
2235,13-09-2015,root vegetables,5
1730,25-12-2015,semi-finished bread,1
4920,21-02-2015,yogurt,1
4555,9/7/2015,soda,5
2069,16-03-2015,sugar,2
2954,5/6/2015,brown bread,4
4893,1/3/2015,napkins,3
1961,15-12-2015,rolls/buns,3
1165,29-12-2015,spices,3
2489,22-12-2015,beverages,2
1383,23-02-2015,tropical fruit,4
4812,17-03-2015,canned beer,4
1235,29-05-2015,waffles,1
4313,23-06-2015,soda,5
4044,1/12/2015,hamburger meat,2
2926,29-10-2015,yogurt,1
2764,25-02-2015,bottled water,4
4340,26-01-2015,whole milk,2
2106,28-08-2015,cream cheese ,1
1083,6/2/2015,sliced cheese,1
2043,7/3/2015,rolls/buns,3
4196,7/11/2015,whipped/sour cream,4
3844,17-09-2015,pip fruit,1
2248,17-03-2015,newspapers,1
3280,13-07-2015,UHT-milk,2
1678,1/8/2015,onions,1
4567,4/8/2015,whole milk,2
1614,21-10-2015,napkins,3
4251,17-01-2015,pastry,2
4064,17-09-2015,butter milk,5
4629,24-02-2015,whole milk,2
4249,4/12/2015,other vegetables,4
2798,22-08-2015,pastry,2
4944,6/9/2015,bottled beer,3
4495,16-12-2015,beef,3
4524,2/5/2015,specialty bar,5
2941,26-09-2015,yogurt,1
2862,8/8/2015,long life bakery product,2
3248,19-06-2015,pork,1
1001,14-04-2015,white bread,5
2104,20-10-2015,cream cheese ,1
2083,19-06-2015,other vegetables,4
1932,27-06-2015,tropical fruit,4
3760,3/11/2015,soda,5
2894,14-03-2015,newspapers,1
3590,9/1/2015,citrus fruit,4
4616,14-02-2015,condensed milk,2
2527,20-01-2015,meat,4
2327,6/7/2015,pip fruit,1
4091,25-02-2015,whole milk,2
4735,1/4/2015,whole milk,2
4195,4/5/2015,other vegetables,4
1017,16-05-2015,rolls/buns,3
4115,22-05-2015,waffles,1
1339,5/5/2015,whole milk,2
4037,29-12-2015,root vegetables,5
2789,1/6/2015,grapes,2
1620,20-08-2015,yogurt,1
4656,27-01-2015,cat food,4
4795,30-07-2015,sliced cheese,1
3843,4/9/2015,grapes,2
4710,20-04-2015,pasta,2
1090,4/10/2015,yogurt,1
1539,7/4/2015,margarine,3
2114,24-05-2015,soups,5
4236,13-10-2015,canned beer,4
4727,6/10/2015,root vegetables,5
1967,23-06-2015,seasonal products,2
1584,31-01-2015,whole milk,2
4883,28-08-2015,other vegetables,4
4039,19-01-2015,vinegar,1
3927,9/12/2015,rolls/buns,3
3594,11/9/2015,other vegetables,4
4129,7/11/2015,margarine,3
2616,16-05-2015,pip fruit,1
2539,15-11-2015,tropical fruit,4
2556,28-08-2015,pastry,2
3855,18-06-2015,domestic eggs,3
2089,15-10-2015,cream cheese ,1
2466,28-08-2015,whole milk,2
1211,19-04-2015,other vegetables,4
1370,5/7/2015,chocolate,5
3779,10/10/2015,domestic eggs,3
3498,31-03-2015,root vegetables,5
1613,6/4/2015,whipped/sour cream,4
1176,17-08-2015,other vegetables,4
4027,29-06-2015,pip fruit,1
4389,17-12-2015,liquor,4
2578,28-05-2015,root vegetables,5
1342,19-02-2015,pastry,2
2210,7/9/2015,rolls/buns,3
4807,8/4/2015,waffles,1
2799,10/9/2015,pickled vegetables,1
2957,27-11-2015,grapes,2
3566,14-12-2015,pork,1
4768,13-03-2015,flour,2
4853,4/10/2015,whole milk,2
3791,25-03-2015,yogurt,1
3235,14-11-2015,long life bakery product,2
3866,7/7/2015,whole milk,2
4385,17-11-2015,margarine,3
4938,10/12/2015,other vegetables,4
1528,15-09-2015,chicken,4
4273,21-03-2015,whole milk,2
1329,23-05-2015,whipped/sour cream,4
4158,11/11/2015,domestic eggs,3
1558,6/4/2015,other vegetables,4
4782,31-05-2015,berries,5
4606,15-05-2015,dishes,3
3066,5/5/2015,other vegetables,4
2299,10/11/2015,newspapers,1
3677,1/9/2015,domestic eggs,3
3947,13-06-2015,liver loaf,1
2475,23-07-2015,napkins,3
4677,9/4/2015,rolls/buns,3
1890,27-05-2015,specialty chocolate,5
3645,5/12/2015,rolls/buns,3
4951,24-11-2015,pip fruit,1
1718,14-03-2015,frozen vegetables,4
1304,17-08-2015,whole milk,2
2018,25-08-2015,chocolate,5
3232,10/6/2015,ice cream,3
4905,25-11-2015,other vegetables,4
1238,1/3/2015,margarine,3
4892,13-04-2015,make up remover,1
4152,18-06-2015,sugar,2
1790,5/2/2015,other vegetables,4
1874,10/2/2015,other vegetables,4
4708,6/6/2015,processed cheese,4
3852,1/4/2015,other vegetables,4
4688,8/5/2015,rolls/buns,3
1042,16-10-2015,other vegetables,4
4908,20-05-2015,soda,5
1780,12/7/2015,rolls/buns,3
1438,11/5/2015,beef,3
1265,19-01-2015,other vegetables,4
3669,10/2/2015,white bread,5
2412,13-03-2015,hard cheese,2
1818,10/9/2015,specialty bar,5
2601,27-06-2015,ready soups,4
1905,31-07-2015,whole milk,2
1407,26-06-2015,citrus fruit,4
3754,2/1/2015,whole milk,2
2743,5/5/2015,dog food,2
2211,22-09-2015,canned beer,4
4138,12/6/2015,light bulbs,2
4141,12/11/2015,pot plants,5
4826,15-06-2015,other vegetables,4
2685,7/10/2015,yogurt,1
3793,2/7/2015,rolls/buns,3
4687,23-09-2015,other vegetables,4
2277,18-01-2015,shopping bags,3
4518,20-07-2015,rice,4
1997,28-12-2015,pip fruit,1
4114,7/8/2015,salty snack,1
1097,25-09-2015,whipped/sour cream,4
2568,22-09-2015,flour,2
1997,20-08-2015,newspapers,1
4987,7/1/2015,waffles,1
2404,2/6/2015,flour,2
1619,4/3/2015,jam,4
3640,13-03-2015,domestic eggs,3
4537,27-10-2015,salty snack,1
3519,30-07-2015,hamburger meat,2
3587,8/6/2015,hair spray,3
1232,1/7/2015,grapes,2
2597,15-08-2015,soda,5
1878,10/1/2015,soda,5
2860,1/3/2015,shopping bags,3
4006,14-06-2015,root vegetables,5
4536,13-09-2015,dessert,2
4180,4/6/2015,whole milk,2
1384,23-03-2015,other vegetables,4
3322,11/10/2015,yogurt,1
2543,13-08-2015,cream cheese ,1
3763,27-06-2015,whole milk,2
4459,8/2/2015,hamburger meat,2
2736,25-05-2015,soda,5
1549,18-03-2015,beef,3
2047,20-12-2015,frozen vegetables,4
3754,22-01-2015,hamburger meat,2
2667,16-06-2015,fruit/vegetable juice,4
1829,19-06-2015,pork,1
1376,30-06-2015,soda,5
2953,4/1/2015,frozen fruits,4
3465,14-06-2015,berries,5
3120,23-12-2015,berries,5
1301,7/1/2015,soda,5
1865,18-10-2015,dessert,2
2772,4/12/2015,napkins,3
1875,22-05-2015,berries,5
3358,29-03-2015,bottled beer,3
3255,5/11/2015,frozen dessert,3
3877,27-05-2015,berries,5
1480,24-08-2015,packaged fruit/vegetables,1
2850,27-03-2015,finished products,3
1699,7/7/2015,chicken,4
3258,20-05-2015,rum,5
4717,3/5/2015,tropical fruit,4
3307,28-06-2015,bottled water,4
2332,15-12-2015,root vegetables,5
2431,27-10-2015,newspapers,1
2312,26-03-2015,red/blush wine,5
2232,15-01-2015,specialty chocolate,5
3998,14-12-2015,berries,5
3054,28-06-2015,pip fruit,1
4550,26-03-2015,chicken,4
1075,20-07-2015,frozen meals,1
3898,11/4/2015,pork,1
3374,27-08-2015,pork,1
4262,25-04-2015,other vegetables,4
1151,17-09-2015,pip fruit,1
3669,17-01-2015,white wine,4
4222,27-12-2015,tropical fruit,4
1914,4/6/2015,rolls/buns,3
1306,20-11-2015,chocolate marshmallow,4
4229,20-08-2015,other vegetables,4
2145,12/12/2015,coffee,3
1977,12/1/2015,beef,3
4552,19-06-2015,soda,5
4013,18-03-2015,root vegetables,5
4566,30-08-2015,pastry,2
3111,23-12-2015,white bread,5
3699,12/12/2015,pastry,2
2895,14-08-2015,hamburger meat,2
3868,19-08-2015,domestic eggs,3
3215,24-04-2015,curd,2
2461,4/10/2015,whole milk,2
1452,25-11-2015,other vegetables,4
4618,16-12-2015,sliced cheese,1
4721,23-05-2015,canned vegetables,1
2712,21-06-2015,grapes,2
1458,24-08-2015,canned beer,4
3746,9/11/2015,tropical fruit,4
3596,20-04-2015,citrus fruit,4
4120,11/12/2015,pip fruit,1
3215,21-07-2015,canned beer,4
1674,2/4/2015,shopping bags,3
3310,14-05-2015,white bread,5
4783,1/6/2015,chewing gum,3
3741,14-06-2015,pastry,2
2466,10/10/2015,whole milk,2
1653,7/12/2015,frozen vegetables,4
2070,28-06-2015,spread cheese,2
1749,4/1/2015,specialty cheese,4
2625,18-02-2015,whole milk,2
3002,21-01-2015,grapes,2
1064,25-07-2015,root vegetables,5
2127,19-11-2015,bottled beer,3
4392,16-08-2015,margarine,3
1649,26-05-2015,salty snack,1
4375,29-04-2015,soda,5
1699,25-09-2015,margarine,3
2682,1/12/2015,herbs,5
2022,3/6/2015,other vegetables,4
2669,29-03-2015,bottled beer,3
3025,19-10-2015,herbs,5
3019,19-12-2015,soda,5
4801,4/8/2015,butter milk,5
3679,25-09-2015,brown bread,4
3380,16-02-2015,yogurt,1
3354,29-11-2015,canned fish,2
1756,23-09-2015,onions,1
3172,1/3/2015,pickled vegetables,1
3341,15-12-2015,hamburger meat,2
1113,5/8/2015,specialty bar,5
3339,8/12/2015,whole milk,2
3015,10/10/2015,white bread,5
3144,27-04-2015,pip fruit,1
4106,6/3/2015,yogurt,1
1798,1/1/2015,pastry,2
1493,22-05-2015,yogurt,1
4454,23-12-2015,bottled water,4
2935,9/1/2015,canned beer,4
3328,12/9/2015,shopping bags,3
3915,30-09-2015,pip fruit,1
1968,21-08-2015,margarine,3
4355,13-03-2015,misc. beverages,5
1580,7/8/2015,pip fruit,1
3703,24-01-2015,domestic eggs,3
1497,18-04-2015,liquor (appetizer),2
1340,13-03-2015,whole milk,2
1102,27-06-2015,white bread,5
4223,7/10/2015,pastry,2
4190,27-12-2015,soda,5
4695,22-07-2015,margarine,3
1421,23-02-2015,citrus fruit,4
3293,9/5/2015,bottled beer,3
3543,25-02-2015,brown bread,4
1153,26-10-2015,soft cheese,3
4097,14-11-2015,other vegetables,4
1073,3/12/2015,brown bread,4
3390,21-02-2015,yogurt,1
1768,19-05-2015,other vegetables,4
1186,26-04-2015,whole milk,2
4138,4/9/2015,yogurt,1
2816,11/10/2015,other vegetables,4
2568,19-05-2015,other vegetables,4
4512,7/3/2015,butter,4
1628,19-11-2015,pastry,2
3911,5/3/2015,brown bread,4
3736,31-03-2015,whole milk,2
4644,2/7/2015,other vegetables,4
1583,31-05-2015,pastry,2
3338,17-08-2015,snack products,5
2427,8/1/2015,butter,4
1302,26-08-2015,butter,4
4499,29-10-2015,berries,5
1785,3/2/2015,grapes,2
3961,24-12-2015,bottled water,4
2326,16-07-2015,whole milk,2
1319,18-08-2015,grapes,2
2370,6/5/2015,UHT-milk,2
3118,27-03-2015,citrus fruit,4
1067,5/3/2015,tropical fruit,4
2870,25-10-2015,beef,3
3843,17-10-2015,flower (seeds),5
1978,6/3/2015,brown bread,4
1849,25-06-2015,soda,5
4077,4/8/2015,other vegetables,4
2494,3/9/2015,UHT-milk,2
1442,31-08-2015,misc. beverages,5
3840,28-07-2015,yogurt,1
4288,26-05-2015,white wine,4
4877,14-06-2015,domestic eggs,3
3215,31-01-2015,tropical fruit,4
2425,20-02-2015,other vegetables,4
2345,17-12-2015,whole milk,2
1967,27-10-2015,grapes,2
2231,3/12/2015,whipped/sour cream,4
3946,13-02-2015,whipped/sour cream,4
3062,1/8/2015,rolls/buns,3
2389,13-11-2015,rolls/buns,3
3599,21-11-2015,whipped/sour cream,4
1737,5/9/2015,condensed milk,2
3612,24-06-2015,flour,2
4070,27-07-2015,other vegetables,4
3206,29-06-2015,curd,2
4065,5/5/2015,canned beer,4
3804,21-06-2015,butter milk,5
3308,23-10-2015,brown bread,4
2594,21-05-2015,whole milk,2
4521,15-09-2015,chewing gum,3
2226,20-02-2015,pork,1
3620,16-05-2015,whole milk,2
1277,23-10-2015,other vegetables,4
3704,28-09-2015,yogurt,1
3815,27-06-2015,rolls/buns,3
1724,23-07-2015,canned beer,4
1619,29-10-2015,root vegetables,5
2193,30-09-2015,whole milk,2
4319,26-10-2015,hard cheese,2
1836,8/9/2015,herbs,5
1593,31-01-2015,other vegetables,4
4082,18-01-2015,brandy,3
2934,13-09-2015,UHT-milk,2
2577,26-01-2015,other vegetables,4
4944,3/10/2015,semi-finished bread,1
3439,25-08-2015,canned beer,4
2475,7/5/2015,fish,5
2492,11/5/2015,other vegetables,4
2337,10/5/2015,waffles,1
4779,9/11/2015,chewing gum,3
2661,1/5/2015,tropical fruit,4
1136,3/11/2015,whole milk,2
4286,12/9/2015,photo/film,3
2810,29-01-2015,butter,4
3294,10/4/2015,onions,1
1567,1/4/2015,pot plants,5
4381,19-08-2015,chicken,4
2340,10/10/2015,whole milk,2
2570,24-08-2015,oil,3
4922,17-12-2015,butter,4
1339,23-05-2015,other vegetables,4
2245,3/4/2015,yogurt,1
3583,23-09-2015,whole milk,2
3469,20-05-2015,hard cheese,2
4092,29-03-2015,beef,3
1629,8/6/2015,tropical fruit,4
4763,28-10-2015,hard cheese,2
4202,2/12/2015,pip fruit,1
2314,2/11/2015,other vegetables,4
2903,2/8/2015,other vegetables,4
4320,11/12/2015,whipped/sour cream,4
4810,15-08-2015,dog food,2
1700,30-10-2015,other vegetables,4
3272,21-06-2015,yogurt,1
3762,20-08-2015,rolls/buns,3
1125,12/5/2015,shopping bags,3
3500,31-01-2015,pastry,2
1174,26-01-2015,whipped/sour cream,4
4875,26-10-2015,whole milk,2
4871,19-09-2015,whole milk,2
3009,14-08-2015,tropical fruit,4
3593,20-09-2015,grapes,2
4954,24-09-2015,whole milk,2
4864,5/11/2015,baking powder,3
4464,4/3/2015,sugar,2
3089,17-10-2015,soda,5
3764,10/11/2015,dog food,2
1804,26-01-2015,cream cheese ,1
4804,14-07-2015,sliced cheese,1
3545,30-11-2015,whipped/sour cream,4
3904,30-01-2015,whipped/sour cream,4
1893,11/1/2015,fruit/vegetable juice,4
3418,13-03-2015,detergent,2
3694,10/2/2015,rolls/buns,3
2613,3/2/2015,yogurt,1
3141,16-11-2015,other vegetables,4
4501,26-03-2015,berries,5
3424,1/5/2015,root vegetables,5
2564,12/5/2015,pastry,2
2575,22-02-2015,beef,3
4507,15-08-2015,citrus fruit,4
1492,29-01-2015,cream cheese ,1
1514,8/4/2015,citrus fruit,4
1732,29-05-2015,long life bakery product,2
3161,12/6/2015,frozen dessert,3
3094,6/10/2015,grapes,2
1585,7/1/2015,yogurt,1
1707,9/6/2015,whipped/sour cream,4
2467,9/6/2015,other vegetables,4
2143,12/2/2015,onions,1
2088,9/2/2015,pastry,2
2814,8/1/2015,yogurt,1
3940,9/3/2015,root vegetables,5
4177,15-06-2015,canned beer,4
4260,19-10-2015,whipped/sour cream,4
2169,1/11/2015,salty snack,1
1612,6/11/2015,frozen vegetables,4
1464,3/6/2015,dessert,2
3870,21-02-2015,yogurt,1
3253,20-06-2015,frozen fish,2
2784,13-11-2015,margarine,3
2548,11/11/2015,pork,1
4064,10/2/2015,coffee,3
2309,23-03-2015,yogurt,1
3104,13-05-2015,whole milk,2
2849,24-11-2015,yogurt,1
3461,26-06-2015,soda,5
1601,2/12/2015,soda,5
3701,15-04-2015,long life bakery product,2
3955,23-11-2015,root vegetables,5
4719,28-12-2015,whole milk,2
1690,21-08-2015,curd,2
1315,26-08-2015,rolls/buns,3
3772,18-02-2015,waffles,1
3797,16-09-2015,butter,4
3515,3/7/2015,rolls/buns,3
4163,13-03-2015,soda,5
1374,5/8/2015,rolls/buns,3
2775,7/1/2015,chicken,4
3937,25-04-2015,citrus fruit,4
3166,14-03-2015,UHT-milk,2
1805,9/6/2015,pork,1
2624,21-05-2015,specialty chocolate,5
4072,14-08-2015,canned beer,4
1794,17-09-2015,bottled beer,3
3673,27-08-2015,specialty bar,5
2696,2/9/2015,pip fruit,1
1991,9/12/2015,other vegetables,4
2321,26-01-2015,other vegetables,4
2636,19-05-2015,margarine,3
4721,6/7/2015,grapes,2
3051,9/2/2015,napkins,3
1705,20-07-2015,cream cheese ,1
4714,30-08-2015,specialty chocolate,5
1327,8/6/2015,instant coffee,3
4719,26-09-2015,specialty bar,5
3185,2/3/2015,pastry,2
3621,5/3/2015,other vegetables,4
3308,17-07-2015,soda,5
1915,7/8/2015,soda,5
2753,8/9/2015,cream cheese ,1
2792,24-10-2015,root vegetables,5
1723,8/12/2015,margarine,3
4398,8/11/2015,soda,5
4667,25-08-2015,cream cheese ,1
2691,5/2/2015,pip fruit,1
1636,5/12/2015,other vegetables,4
2681,2/5/2015,fruit/vegetable juice,4
3854,19-03-2015,shopping bags,3
2571,17-07-2015,sugar,2
3789,12/10/2015,salty snack,1
4119,15-04-2015,whole milk,2
3099,18-07-2015,whole milk,2
1213,7/2/2015,fruit/vegetable juice,4
2294,31-08-2015,ice cream,3
2149,23-05-2015,salty snack,1
4019,28-08-2015,sauces,3
4167,6/9/2015,condensed milk,2
2885,19-11-2015,bottled water,4
4706,23-11-2015,chocolate,5
3786,11/5/2015,zwieback,2
2019,18-02-2015,flour,2
4675,31-10-2015,pastry,2
4042,30-04-2015,citrus fruit,4
2102,14-02-2015,root vegetables,5
2240,1/12/2015,white bread,5
2151,16-07-2015,other vegetables,4
3878,24-07-2015,rolls/buns,3
4235,25-09-2015,bottled water,4
4817,20-12-2015,dishes,3
1992,28-08-2015,rolls/buns,3
3407,25-03-2015,tropical fruit,4
3668,22-10-2015,brandy,3
3500,21-07-2015,misc. beverages,5
1874,15-06-2015,pastry,2
1343,1/11/2015,specialty chocolate,5
3234,16-08-2015,tropical fruit,4
1430,27-10-2015,white wine,4
3772,27-09-2015,cake bar,4
2981,10/3/2015,whole milk,2
1287,28-01-2015,pip fruit,1
1500,8/3/2015,pasta,2
2193,14-04-2015,yogurt,1
1997,21-07-2015,white bread,5
4546,3/9/2015,whipped/sour cream,4
4736,21-07-2015,yogurt,1
1959,30-03-2015,specialty chocolate,5
1974,3/5/2015,specialty chocolate,5
2421,2/9/2015,margarine,3
1513,3/8/2015,other vegetables,4
1905,7/7/2015,butter,4
2810,8/9/2015,soda,5
2867,12/11/2015,citrus fruit,4
3962,18-09-2015,sliced cheese,1
1088,30-11-2015,domestic eggs,3
4976,17-07-2015,liquor,4
4056,12/6/2015,chewing gum,3
3611,13-02-2015,curd,2
1420,14-01-2015,newspapers,1
4286,8/3/2015,butter,4
4918,27-01-2015,spices,3
4783,22-10-2015,whole milk,2
3709,26-10-2015,pork,1
4289,8/10/2015,curd,2
1559,3/10/2015,semi-finished bread,1
2900,11/4/2015,whole milk,2
1905,21-02-2015,domestic eggs,3
3527,29-09-2015,dessert,2
1495,9/1/2015,packaged fruit/vegetables,1
3558,3/4/2015,rolls/buns,3
3128,20-04-2015,soda,5
1863,4/8/2015,UHT-milk,2
3841,19-07-2015,frozen vegetables,4
3903,6/10/2015,condensed milk,2
2658,16-10-2015,semi-finished bread,1
4272,6/6/2015,cream cheese ,1
1120,26-09-2015,tropical fruit,4
2676,15-08-2015,canned beer,4
1697,21-05-2015,beverages,2
2507,25-08-2015,coffee,3
4620,11/3/2015,semi-finished bread,1
3365,1/2/2015,whole milk,2
2978,5/6/2015,other vegetables,4
2910,28-07-2015,soda,5
1061,5/9/2015,Instant food products,3
3276,3/4/2015,frozen vegetables,4
1326,19-06-2015,condensed milk,2
3023,28-07-2015,yogurt,1
2185,11/10/2015,other vegetables,4
3552,16-06-2015,chewing gum,3
1967,20-01-2015,hard cheese,2
4708,20-03-2015,specialty bar,5
2874,15-02-2015,other vegetables,4
4177,13-04-2015,butter,4
1663,7/2/2015,whole milk,2
2632,2/3/2015,long life bakery product,2
1377,14-03-2015,fruit/vegetable juice,4
4162,22-12-2015,pip fruit,1
2270,1/7/2015,specialty bar,5
4829,3/11/2015,yogurt,1
3811,14-04-2015,whole milk,2
4766,29-09-2015,canned beer,4
2436,12/4/2015,liquor,4
3860,5/5/2015,specialty cheese,4
4875,12/5/2015,roll products ,2
1587,1/7/2015,hard cheese,2
4038,8/7/2015,newspapers,1
4750,21-09-2015,shopping bags,3
1199,10/12/2015,bottled water,4
1603,30-09-2015,whole milk,2
3111,31-01-2015,other vegetables,4
3894,13-12-2015,curd,2
1456,18-09-2015,specialty chocolate,5
2022,4/3/2015,hard cheese,2
2505,30-11-2015,whole milk,2
4851,20-12-2015,tropical fruit,4
4293,4/8/2015,cream cheese ,1
2775,6/11/2015,frozen vegetables,4
3693,18-02-2015,whole milk,2
1202,22-07-2015,semi-finished bread,1
3699,23-08-2015,brown bread,4
4152,15-04-2015,pip fruit,1
4155,26-01-2015,oil,3
4010,29-12-2015,brown bread,4
4389,20-10-2015,soft cheese,3
3746,17-08-2015,pip fruit,1
2560,17-05-2015,bottled water,4
1503,25-07-2015,fruit/vegetable juice,4
2555,23-12-2015,fruit/vegetable juice,4
3645,12/12/2015,bottled water,4
3886,11/9/2015,other vegetables,4
2932,20-03-2015,rolls/buns,3
1711,18-06-2015,white bread,5
4291,8/12/2015,chocolate marshmallow,4
1143,25-04-2015,sugar,2
4564,8/7/2015,nuts/prunes,2
3337,14-05-2015,waffles,1
4931,4/5/2015,pip fruit,1
2623,10/10/2015,margarine,3
4581,3/4/2015,onions,1
2635,11/6/2015,rolls/buns,3
1095,30-10-2015,domestic eggs,3
2990,23-05-2015,brown bread,4
2426,5/6/2015,tropical fruit,4
4555,7/11/2015,canned beer,4
3635,4/9/2015,brown bread,4
3058,18-05-2015,rolls/buns,3
4391,26-03-2015,tropical fruit,4
1306,23-06-2015,yogurt,1
1024,10/8/2015,other vegetables,4
1295,23-07-2015,dessert,2
1661,1/6/2015,pip fruit,1
4591,15-05-2015,yogurt,1
3169,14-06-2015,herbs,5
3915,21-05-2015,cream cheese ,1
1127,14-01-2015,margarine,3
4828,8/8/2015,salt,5
3683,10/6/2015,ice cream,3
1971,18-09-2015,frozen meals,1
3014,11/11/2015,napkins,3
3779,15-09-2015,berries,5
